t_hover,E_req_J,exceeds_avail
5.035878981485940642e+01,5.865475533287087455e+05,0.000000000000000000e+00
3.409300986623648555e+01,5.187951243707975373e+05,0.000000000000000000e+00
4.208032745899625837e+01,5.520649810562462080e+05,0.000000000000000000e+00
5.455184831166577908e+01,6.040130483015022473e+05,0.000000000000000000e+00
4.624786300510362480e+01,5.694241643790917005e+05,0.000000000000000000e+00
4.823644186716116877e+01,5.777072623002685141e+05,0.000000000000000000e+00
4.467224526429960463e+01,5.628611880333010340e+05,0.000000000000000000e+00
9.619315297245917407e+01,7.774630485262988368e+05,1.000000000000000000e+00
5.426728431686775878e+01,6.028277438216414303e+05,0.000000000000000000e+00
4.744204571857097363e+01,5.743983359043749515e+05,0.000000000000000000e+00
6.748384085714440062e+01,6.578791345875123516e+05,1.000000000000000000e+00
8.149880296583458517e+01,7.162561523275831714e+05,1.000000000000000000e+00
4.026414421509445418e+01,5.444999687054292299e+05,0.000000000000000000e+00
7.545160619489075771e+01,6.910675495730889961e+05,1.000000000000000000e+00
4.880028380639851804e+01,5.800558530873277923e+05,0.000000000000000000e+00
3.447242217214125759e+01,5.203755038781292387e+05,0.000000000000000000e+00
3.624061119930540542e+01,5.277406042191822780e+05,0.000000000000000000e+00
3.708224117832146760e+01,5.312462753608210478e+05,0.000000000000000000e+00
6.046693693237370582e+01,6.286513763017646270e+05,1.000000000000000000e+00
7.144817586618262339e+01,6.743919195208880119e+05,1.000000000000000000e+00
3.894110474866382532e+01,5.389890655860591214e+05,0.000000000000000000e+00
3.426646555146704998e+01,5.195176254760657903e+05,0.000000000000000000e+00
6.133935173184649869e+01,6.322852765457006171e+05,1.000000000000000000e+00
6.068643151853656548e+01,6.295656448706630617e+05,1.000000000000000000e+00
5.349324599391073320e+01,5.996036145974362735e+05,0.000000000000000000e+00
5.316700210480345845e+01,5.982446993785219966e+05,0.000000000000000000e+00
4.441036534858733376e+01,5.617703703509739134e+05,0.000000000000000000e+00
5.546646268422482251e+01,6.078227239208958345e+05,1.000000000000000000e+00
3.667299152779133209e+01,5.295416133058089763e+05,0.000000000000000000e+00
4.408119370513097124e+01,5.603992600532396464e+05,0.000000000000000000e+00
5.713324024350885821e+01,6.147654114852626808e+05,1.000000000000000000e+00
5.099622649686570242e+01,5.892026909027574584e+05,0.000000000000000000e+00
3.572596233730824622e+01,5.255969190979726845e+05,0.000000000000000000e+00
5.416742638245327157e+01,6.024118020328879356e+05,0.000000000000000000e+00
3.881469609791858488e+01,5.384625311587931355e+05,0.000000000000000000e+00
8.121037614478461819e+01,7.150547578808079707e+05,1.000000000000000000e+00
3.773419788165605837e+01,5.339618936936543323e+05,0.000000000000000000e+00
4.424700618700067167e+01,5.610899246530127712e+05,0.000000000000000000e+00
7.276478608746184307e+01,6.798760426778615220e+05,1.000000000000000000e+00
5.458043200715492560e+01,6.041321089800617192e+05,0.000000000000000000e+00
5.037189576951293901e+01,5.866021440255208872e+05,0.000000000000000000e+00
