t_hover,E_req_J,exceeds_avail
4.590114831390332029e+01,5.679799814036419848e+05,0.000000000000000000e+00
5.161471060626607255e+01,5.917788846552921459e+05,0.000000000000000000e+00
8.852285514884439976e+01,7.455136855063916883e+05,1.000000000000000000e+00
5.715693488399826094e+01,6.148641076099805068e+05,1.000000000000000000e+00
3.731218620772725103e+01,5.322040735308595467e+05,0.000000000000000000e+00
5.462788875125849586e+01,6.043297822360388236e+05,0.000000000000000000e+00
4.884594786210631412e+01,5.802460591948765796e+05,0.000000000000000000e+00
3.549305043141545468e+01,5.246267628922883887e+05,0.000000000000000000e+00
5.582307071792435949e+01,6.093081159860389307e+05,1.000000000000000000e+00
5.041528434806786407e+01,5.867828720075427555e+05,0.000000000000000000e+00
6.920256838124737442e+01,6.650382111791425850e+05,1.000000000000000000e+00
7.333779413043633610e+01,6.822628133612573147e+05,1.000000000000000000e+00
6.224689873441369059e+01,6.360655141987130046e+05,1.000000000000000000e+00
4.686627800020183088e+01,5.720000702473772690e+05,0.000000000000000000e+00
5.018017591532841948e+01,5.858035665308365133e+05,0.000000000000000000e+00
4.721121296383654453e+01,5.734368400606033392e+05,0.000000000000000000e+00
5.751588295066957812e+01,6.163592466972880065e+05,1.000000000000000000e+00
7.112385263338288155e+01,6.730410044796743896e+05,1.000000000000000000e+00
6.238496322059258858e+01,6.366405990898767486e+05,1.000000000000000000e+00
7.123389743898030702e+01,6.734993780035371892e+05,1.000000000000000000e+00
4.548752288174983249e+01,5.662570927505505970e+05,0.000000000000000000e+00
3.334046724105612469e+01,5.156605319373956881e+05,0.000000000000000000e+00
4.316055252770664907e+01,5.565644807702179532e+05,0.000000000000000000e+00
4.933344282264714309e+01,5.822766392092199530e+05,0.000000000000000000e+00
1.177017752519531228e+02,8.670536742188179633e+05,1.000000000000000000e+00
5.556439031614047508e+01,6.082306253523266641e+05,1.000000000000000000e+00
3.202947122543152858e+01,5.101997938299537636e+05,0.000000000000000000e+00
3.653500761114084128e+01,5.289668640137538314e+05,0.000000000000000000e+00
4.944173589004417124e+01,5.827277161559527740e+05,0.000000000000000000e+00
6.622416221269696734e+01,6.526321505426466465e+05,1.000000000000000000e+00
3.693946913253202524e+01,5.306515819049844285e+05,0.000000000000000000e+00
4.200015972519724272e+01,5.517310555570638971e+05,0.000000000000000000e+00
3.982003240616149498e+01,5.426500940680529457e+05,0.000000000000000000e+00
1.050576136628600352e+02,8.143865004034051672e+05,1.000000000000000000e+00
5.113380975639454817e+01,5.897757713235223200e+05,0.000000000000000000e+00
4.142708925705940004e+01,5.493440248519255547e+05,0.000000000000000000e+00
5.086968654520106270e+01,5.886756095631244825e+05,0.000000000000000000e+00
6.261131111434848862e+01,6.375834139834698290e+05,1.000000000000000000e+00
5.532673601137956609e+01,6.072407154647766147e+05,1.000000000000000000e+00
6.438482447109424811e+01,6.449706919429872651e+05,1.000000000000000000e+00
4.431159841547437139e+01,5.613589729485583957e+05,0.000000000000000000e+00
6.112404558441733826e+01,6.313884542289121309e+05,1.000000000000000000e+00
8.739133155197622216e+01,7.408005102173394989e+05,1.000000000000000000e+00
8.278816635842801475e+01,7.216267833046126179e+05,1.000000000000000000e+00
5.125949325741724749e+01,5.902992852589818649e+05,0.000000000000000000e+00
7.022759108819944629e+01,6.693077745417586993e+05,1.000000000000000000e+00
5.489738582943848400e+01,6.054523279548070859e+05,0.000000000000000000e+00
5.904534167430097114e+01,6.227299552550209919e+05,1.000000000000000000e+00
5.825355103058893746e+01,6.194318816608198686e+05,1.000000000000000000e+00
9.483775467080994304e+01,7.718173600052306429e+05,1.000000000000000000e+00
6.927854543948797073e+01,6.653546811090897536e+05,1.000000000000000000e+00
6.604292499147842932e+01,6.518772367300951155e+05,1.000000000000000000e+00
1.037146816627672763e+02,8.087927382094630739e+05,1.000000000000000000e+00
5.197073173867676132e+01,5.932618320797230117e+05,0.000000000000000000e+00
5.951278929326115019e+01,6.246770313678897219e+05,1.000000000000000000e+00
4.687903151696392001e+01,5.720531929221653845e+05,0.000000000000000000e+00
6.538970254402100579e+01,6.491563461484652944e+05,1.000000000000000000e+00
4.229730788192081548e+01,5.529687772920178249e+05,0.000000000000000000e+00
4.881384898147933171e+01,5.801123565912401536e+05,0.000000000000000000e+00
3.076899489866123361e+01,5.049494871706740814e+05,0.000000000000000000e+00
3.883171290775599260e+01,5.385334118791299406e+05,0.000000000000000000e+00
7.088402256258542877e+01,6.720420317968396703e+05,1.000000000000000000e+00
7.850291015502847358e+01,7.037772539611484390e+05,1.000000000000000000e+00
4.148327434968202709e+01,5.495780546069346601e+05,0.000000000000000000e+00
5.152620308510120140e+01,5.914102211446025176e+05,0.000000000000000000e+00
5.095332372775285990e+01,5.890239864800001960e+05,0.000000000000000000e+00
3.432137764826963178e+01,5.197463527765271137e+05,0.000000000000000000e+00
5.002638730382506083e+01,5.851629853838931303e+05,0.000000000000000000e+00
5.094022791009281548e+01,5.889694380071657943e+05,0.000000000000000000e+00
4.146202016397901957e+01,5.494895237949201837e+05,0.000000000000000000e+00
5.060386448683397020e+01,5.875683715344625525e+05,0.000000000000000000e+00
4.797830021061385253e+01,5.766320157211592887e+05,0.000000000000000000e+00
6.554930647682002132e+01,6.498211500590385403e+05,1.000000000000000000e+00
3.049933553889836446e+01,5.038262654946845723e+05,0.000000000000000000e+00
4.297553772641862224e+01,5.557938320696931332e+05,0.000000000000000000e+00
4.382342950953155736e+01,5.593255857255773153e+05,0.000000000000000000e+00
3.653163974647595325e+01,5.289528357278574258e+05,0.000000000000000000e+00
5.262305502790115952e+01,5.959789773657385958e+05,0.000000000000000000e+00
4.794046672762988948e+01,5.764744265753453365e+05,0.000000000000000000e+00
3.995149162919059904e+01,5.431976658228212036e+05,0.000000000000000000e+00
4.723282113179757147e+01,5.735268453274467029e+05,0.000000000000000000e+00
6.339527552976419855e+01,6.408488887119337451e+05,1.000000000000000000e+00
4.211832696675314480e+01,5.522232617509234697e+05,0.000000000000000000e+00
4.727718407147596480e+01,5.737116318503443617e+05,0.000000000000000000e+00
5.039695248140976958e+01,5.867065136344834464e+05,0.000000000000000000e+00
6.005863195575539493e+01,6.269506491304348456e+05,1.000000000000000000e+00
4.015708740594349280e+01,5.440540411889269017e+05,0.000000000000000000e+00
5.301627205410994748e+01,5.976168581631795969e+05,0.000000000000000000e+00
4.226274071881574912e+01,5.528247934640089516e+05,0.000000000000000000e+00
5.436384613431684443e+01,6.032299561777308118e+05,0.000000000000000000e+00
6.294573109520411691e+01,6.389763853667415679e+05,1.000000000000000000e+00
4.956199471010717161e+01,5.832286344758006744e+05,0.000000000000000000e+00
4.294612571918766974e+01,5.556713211949168472e+05,0.000000000000000000e+00
3.741013149196396625e+01,5.326120484901281307e+05,0.000000000000000000e+00
7.077186289992769730e+01,6.715748491840068018e+05,1.000000000000000000e+00
6.130365139802587748e+01,6.321365726816009264e+05,1.000000000000000000e+00
4.391428083321078191e+01,5.597040119598403107e+05,0.000000000000000000e+00
5.066700414856531154e+01,5.878313694023416610e+05,0.000000000000000000e+00
4.748943378904631629e+01,5.745957231116575422e+05,0.000000000000000000e+00
7.841496545147307984e+01,7.034109347745688865e+05,1.000000000000000000e+00
4.051156618139332011e+01,5.455305641793160466e+05,0.000000000000000000e+00
5.268652299988102072e+01,5.962433427559166448e+05,0.000000000000000000e+00
8.705345688347020427e+01,7.393931489013165701e+05,1.000000000000000000e+00
6.558310794969986546e+01,6.499619445304501569e+05,1.000000000000000000e+00
1.309528964413966037e+02,9.222490383413018426e+05,1.000000000000000000e+00
3.373255247653500533e+01,5.172936984468490700e+05,0.000000000000000000e+00
4.941750514174559328e+01,5.826267869624014711e+05,0.000000000000000000e+00
5.802263951602370895e+01,6.184700577559373342e+05,1.000000000000000000e+00
8.076041907910536111e+01,7.131805357886096463e+05,1.000000000000000000e+00
4.829357628410528491e+01,5.779452463094758568e+05,0.000000000000000000e+00
4.529547845949842610e+01,5.654571633210089058e+05,0.000000000000000000e+00
3.766491970920733934e+01,5.336733268698074389e+05,0.000000000000000000e+00
6.412379842479492709e+01,6.438834309131492628e+05,1.000000000000000000e+00
5.915151301272776152e+01,6.231721944889739389e+05,1.000000000000000000e+00
4.788286944135830936e+01,5.762345145601447439e+05,0.000000000000000000e+00
4.268265045743919472e+01,5.545738583612767980e+05,0.000000000000000000e+00
6.128019920102763507e+01,6.320388864153383765e+05,1.000000000000000000e+00
5.753542860507123180e+01,6.164406609033984132e+05,1.000000000000000000e+00
9.047135629893375608e+01,7.536298463153305929e+05,1.000000000000000000e+00
4.618454811514854441e+01,5.691604366268899757e+05,0.000000000000000000e+00
3.159768221581181891e+01,5.084012477847306291e+05,0.000000000000000000e+00
1.087700823791011402e+02,8.298501777524207719e+05,1.000000000000000000e+00
7.011764160495755505e+01,6.688497980674772989e+05,1.000000000000000000e+00
4.435079781678798838e+01,5.615222516023383942e+05,0.000000000000000000e+00
3.757611377101338945e+01,5.333034203521038871e+05,0.000000000000000000e+00
4.384403980382852239e+01,5.594114345139272045e+05,0.000000000000000000e+00
4.326791804841015221e+01,5.570116941738771275e+05,0.000000000000000000e+00
5.993232359899615602e+01,6.264245324612586992e+05,1.000000000000000000e+00
5.390124846217328525e+01,6.013030817200043239e+05,0.000000000000000000e+00
5.529349939960513893e+01,6.071022738293210277e+05,1.000000000000000000e+00
4.508403671648864730e+01,5.645764375447316561e+05,0.000000000000000000e+00
8.901602669401420087e+01,7.475679103996166959e+05,1.000000000000000000e+00
6.184849580211901099e+01,6.344060323630939238e+05,1.000000000000000000e+00
5.042414916604623443e+01,5.868197969476440921e+05,0.000000000000000000e+00
7.948006162357694393e+01,7.078474175600082381e+05,1.000000000000000000e+00
5.798615778848972724e+01,6.183180991249454673e+05,1.000000000000000000e+00
6.335288208861292958e+01,6.406723058109628037e+05,1.000000000000000000e+00
5.239909613523006726e+01,5.950461134629242588e+05,0.000000000000000000e+00
5.593771335262616162e+01,6.097856410102134105e+05,1.000000000000000000e+00
4.928896634574621061e+01,5.820913797657105606e+05,0.000000000000000000e+00
5.479190038533542406e+01,6.050129457007583696e+05,0.000000000000000000e+00
5.475500595125757286e+01,6.048592680085913744e+05,0.000000000000000000e+00
4.553645591866666820e+01,5.664609152612370672e+05,0.000000000000000000e+00
3.602865837290763551e+01,5.268577496091788635e+05,0.000000000000000000e+00
3.827918139386546414e+01,5.362319328071076889e+05,0.000000000000000000e+00
4.652140576489824753e+01,5.705635617186890449e+05,0.000000000000000000e+00
6.345560948397118040e+01,6.411001998669517925e+05,1.000000000000000000e+00
3.939970047149294885e+01,5.408992705826545134e+05,0.000000000000000000e+00
6.901683523992724645e+01,6.642645703514558263e+05,1.000000000000000000e+00
3.936856610826558978e+01,5.407695855174824828e+05,0.000000000000000000e+00
4.436843671504718145e+01,5.615957235295977443e+05,0.000000000000000000e+00
8.131977674723557925e+01,7.155104480825026985e+05,1.000000000000000000e+00
7.974853107195369262e+01,7.089656828559834976e+05,1.000000000000000000e+00
4.368766135580651166e+01,5.587600658292637672e+05,0.000000000000000000e+00
4.417791690767963075e+01,5.608021446323966375e+05,0.000000000000000000e+00
4.697570832526000117e+01,5.724558842536999146e+05,0.000000000000000000e+00
4.175897888917288725e+01,5.507264564840183593e+05,0.000000000000000000e+00
4.666259727231596344e+01,5.711516717021017103e+05,0.000000000000000000e+00
6.088658598297802627e+01,6.303993553459991235e+05,1.000000000000000000e+00
5.237374374270543598e+01,5.949405122449769406e+05,0.000000000000000000e+00
7.521648608314458784e+01,6.900881954494025558e+05,1.000000000000000000e+00
5.997256954661896344e+01,6.265921703314236365e+05,1.000000000000000000e+00
6.316103038994420871e+01,6.398731791397817433e+05,1.000000000000000000e+00
1.271521563678150812e+02,9.064176811831337400e+05,1.000000000000000000e+00
5.207627521705961726e+01,5.937014560660115676e+05,0.000000000000000000e+00
1.707898322200536825e+02,1.088183236994520295e+06,1.000000000000000000e+00
4.011146567561924314e+01,5.438640113807964372e+05,0.000000000000000000e+00
3.972680880545237869e+01,5.422617865043090424e+05,0.000000000000000000e+00
3.585891851939736341e+01,5.261507261892994866e+05,0.000000000000000000e+00
4.120326714360560061e+01,5.484117306804264663e+05,0.000000000000000000e+00
1.507343659468617716e+02,1.004645493450457696e+06,1.000000000000000000e+00
4.861225626479112094e+01,5.792726553129127715e+05,0.000000000000000000e+00
3.589424960525332153e+01,5.262978920117821544e+05,0.000000000000000000e+00
7.341175237456286595e+01,6.825708742533179466e+05,1.000000000000000000e+00
5.420326609547865360e+01,6.025610864581225906e+05,0.000000000000000000e+00
4.023648278559532798e+01,5.443847495740421582e+05,0.000000000000000000e+00
7.225580406462577798e+01,6.777559618423911743e+05,1.000000000000000000e+00
4.607288305270975570e+01,5.686953141898557078e+05,0.000000000000000000e+00
5.397124562586019181e+01,6.015946433835045900e+05,0.000000000000000000e+00
8.919664446436071614e+01,7.483202439915250288e+05,1.000000000000000000e+00
3.520075561276944143e+01,5.234092569382159272e+05,0.000000000000000000e+00
5.485020885073409147e+01,6.052558200155497761e+05,0.000000000000000000e+00
6.117751398807357077e+01,6.316111680632105563e+05,1.000000000000000000e+00
4.600167447655057629e+01,5.683987065871057566e+05,0.000000000000000000e+00
6.054519408509492706e+01,6.289773435899573378e+05,1.000000000000000000e+00
3.889033948109977246e+01,5.387776112202047370e+05,0.000000000000000000e+00
4.957358071260085808e+01,5.832768940620818175e+05,0.000000000000000000e+00
5.491191216761610860e+01,6.055128350253875833e+05,0.000000000000000000e+00
3.709042836346013416e+01,5.312803777328699362e+05,0.000000000000000000e+00
9.091371758024686756e+01,7.554724294180508005e+05,1.000000000000000000e+00
3.528917842190704590e+01,5.237775675948999124e+05,0.000000000000000000e+00
4.758876668227918572e+01,5.750094779277930502e+05,0.000000000000000000e+00
8.302560950356551928e+01,7.226158136415090412e+05,1.000000000000000000e+00
4.811420264345310471e+01,5.771980949350200826e+05,0.000000000000000000e+00
1.302944510996888994e+02,9.195063926533835474e+05,1.000000000000000000e+00
4.734577266914247673e+01,5.739973263639428187e+05,0.000000000000000000e+00
5.295526990902224895e+01,5.973627637690349948e+05,0.000000000000000000e+00
3.388791802534791486e+01,5.179408480665846728e+05,0.000000000000000000e+00
3.681618305730165730e+01,5.301380540520362556e+05,0.000000000000000000e+00
4.987198372006579916e+01,5.845198426712449873e+05,0.000000000000000000e+00
5.724200463306125641e+01,6.152184516468520742e+05,1.000000000000000000e+00
4.866246108132002490e+01,5.794817752122329548e+05,0.000000000000000000e+00
4.170779346665078435e+01,5.505132520318455063e+05,0.000000000000000000e+00
3.660532198727969444e+01,5.292597469735082705e+05,0.000000000000000000e+00
6.810211165045458870e+01,6.604544398069861345e+05,1.000000000000000000e+00
4.626566592647584741e+01,5.694983195176294539e+05,0.000000000000000000e+00
3.803155358411812159e+01,5.352004799262189772e+05,0.000000000000000000e+00
6.016096520679781889e+01,6.273769014431540854e+05,1.000000000000000000e+00
8.345964762959098948e+01,7.244237280109061394e+05,1.000000000000000000e+00
7.097208431660683914e+01,6.724088385378683452e+05,1.000000000000000000e+00
7.653367630298325253e+01,6.955747344949052203e+05,1.000000000000000000e+00
3.905488428479502261e+01,5.394629955152074108e+05,0.000000000000000000e+00
3.735318830918316735e+01,5.323748610353501281e+05,0.000000000000000000e+00
4.317966657526334018e+01,5.566440971890600631e+05,0.000000000000000000e+00
8.363395789028612626e+01,7.251497887096052291e+05,1.000000000000000000e+00
5.111811846013577565e+01,5.897104118118120823e+05,0.000000000000000000e+00
1.019287248581522363e+02,8.013536291160916444e+05,1.000000000000000000e+00
6.165745552013341069e+01,6.336102855145436479e+05,1.000000000000000000e+00
4.714583516301708244e+01,5.731645195927601308e+05,0.000000000000000000e+00
6.523241789807485702e+01,6.485012028455128893e+05,1.000000000000000000e+00
3.990053067614522320e+01,5.429853963613051455e+05,0.000000000000000000e+00
7.989067650153606337e+01,7.095577662451532669e+05,1.000000000000000000e+00
5.148623939662204663e+01,5.912437589784394950e+05,0.000000000000000000e+00
4.628563153934858576e+01,5.695814829916242743e+05,0.000000000000000000e+00
4.976487665054172993e+01,5.840737058034315705e+05,0.000000000000000000e+00
5.150133610446417265e+01,5.913066418299720390e+05,0.000000000000000000e+00
5.298403026213506450e+01,5.974825602858474012e+05,0.000000000000000000e+00
3.900539626206283117e+01,5.392568613024600782e+05,0.000000000000000000e+00
5.252043921992029141e+01,5.955515481086022919e+05,0.000000000000000000e+00
8.992602057991996389e+01,7.513583401424082695e+05,1.000000000000000000e+00
5.885695404709589695e+01,6.219452576033205260e+05,1.000000000000000000e+00
4.850254527217752809e+01,5.788156722320870031e+05,0.000000000000000000e+00
4.771705365319537862e+01,5.755438361885515042e+05,0.000000000000000000e+00
3.135818300146357984e+01,5.074036532299746759e+05,0.000000000000000000e+00
7.003639837610241159e+01,6.685113927706698887e+05,1.000000000000000000e+00
5.348783064926165309e+01,5.995810578706897795e+05,0.000000000000000000e+00
5.550862272201529635e+01,6.079983346185865812e+05,1.000000000000000000e+00
3.903232828980566893e+01,5.393690422308940906e+05,0.000000000000000000e+00
3.671934995974794447e+01,5.297347117233249592e+05,0.000000000000000000e+00
3.458490071201713079e+01,5.208440147215256002e+05,0.000000000000000000e+00
6.978263360396483961e+01,6.674543773831152357e+05,1.000000000000000000e+00
5.299188069286906710e+01,5.975152599628549069e+05,0.000000000000000000e+00
3.563261830903456939e+01,5.252081099130314542e+05,0.000000000000000000e+00
4.354164887445568866e+01,5.581518748724859906e+05,0.000000000000000000e+00
8.020424918035050155e+01,7.108639016233290313e+05,1.000000000000000000e+00
8.800505221673093104e+01,7.433568626252862159e+05,1.000000000000000000e+00
6.272876446541587114e+01,6.380726465840089368e+05,1.000000000000000000e+00
3.915371353135718380e+01,5.398746524740385357e+05,0.000000000000000000e+00
4.286791830660266100e+01,5.553455610910740215e+05,0.000000000000000000e+00
3.791390864246957904e+01,5.347104492866506334e+05,0.000000000000000000e+00
4.663043617978919286e+01,5.710177099650370656e+05,0.000000000000000000e+00
4.664730595132533608e+01,5.710879782215331215e+05,0.000000000000000000e+00
1.013951151740083105e+02,7.991309658112634206e+05,1.000000000000000000e+00
4.658155992379097654e+01,5.708141239659206476e+05,0.000000000000000000e+00
3.946975710222427836e+01,5.411910799463400617e+05,0.000000000000000000e+00
7.367412028000288160e+01,6.836637245765307453e+05,1.000000000000000000e+00
5.927132813044514137e+01,6.236712646397366188e+05,1.000000000000000000e+00
4.575521780198863553e+01,5.673721318770579528e+05,0.000000000000000000e+00
6.684023104517581260e+01,6.551982838567297440e+05,1.000000000000000000e+00
5.805345195212321840e+01,6.185984018866489641e+05,1.000000000000000000e+00
1.265119037187883038e+02,9.037508141619816888e+05,1.000000000000000000e+00
4.470388833613168345e+01,5.629929920404304285e+05,0.000000000000000000e+00
7.775429857813391266e+01,7.006590356623134576e+05,1.000000000000000000e+00
5.284450745563271568e+01,5.969014010014222004e+05,0.000000000000000000e+00
5.003954025350844148e+01,5.852177718307666946e+05,0.000000000000000000e+00
4.108589590826007054e+01,5.479228401194101898e+05,0.000000000000000000e+00
4.139210757721271250e+01,5.491983144226607401e+05,0.000000000000000000e+00
4.299761150607232452e+01,5.558857767654005438e+05,0.000000000000000000e+00
7.536994207268730861e+01,6.907273911143199075e+05,1.000000000000000000e+00
8.779973792169320745e+01,7.425016597249319311e+05,1.000000000000000000e+00
5.217775482665508946e+01,5.941241526757966494e+05,0.000000000000000000e+00
4.061390220494408965e+01,5.459568280404624529e+05,0.000000000000000000e+00
1.003963643759671100e+02,7.949708337607451249e+05,1.000000000000000000e+00
6.791406624956769633e+01,6.596711676426820923e+05,1.000000000000000000e+00
5.354621850139479022e+01,5.998242628578561125e+05,0.000000000000000000e+00
5.241520127923782724e+01,5.951131967893119436e+05,0.000000000000000000e+00
4.716203978773404515e+01,5.732320172896669246e+05,0.000000000000000000e+00
5.056376519833180794e+01,5.874013445487238932e+05,0.000000000000000000e+00
6.490092834173255198e+01,6.471204376631908817e+05,1.000000000000000000e+00
6.521302517325723613e+01,6.484204256424119230e+05,1.000000000000000000e+00
6.694109802696166867e+01,6.556184286662151571e+05,1.000000000000000000e+00
3.814982715811875380e+01,5.356931290303742280e+05,0.000000000000000000e+00
3.895962798686033324e+01,5.390662210857610917e+05,0.000000000000000000e+00
5.523206575404519469e+01,6.068463820909861242e+05,1.000000000000000000e+00
6.401257068134040651e+01,6.434201300563594559e+05,1.000000000000000000e+00
5.233689964505334302e+01,5.947870442209057510e+05,0.000000000000000000e+00
4.541344803906013539e+01,5.659485461863677483e+05,0.000000000000000000e+00
5.898401539081177702e+01,6.224745107157195453e+05,1.000000000000000000e+00
7.551517041409567810e+01,6.913323158652402926e+05,1.000000000000000000e+00
5.644888493611551894e+01,6.119148421001739334e+05,1.000000000000000000e+00
5.281040555586196206e+01,5.967593551512480481e+05,0.000000000000000000e+00
5.937249667833695810e+01,6.240926655731971841e+05,1.000000000000000000e+00
4.325812447693030549e+01,5.569709006639422150e+05,0.000000000000000000e+00
4.390347033879098149e+01,5.596589826247890014e+05,0.000000000000000000e+00
4.290876126900376164e+01,5.555156857280266704e+05,0.000000000000000000e+00
6.463051839618812267e+01,6.459940895456778817e+05,1.000000000000000000e+00
4.359452817236403632e+01,5.583721348837609403e+05,0.000000000000000000e+00
4.540138990634603999e+01,5.658983200193681987e+05,0.000000000000000000e+00
8.184157823888138239e+01,7.176839263051599264e+05,1.000000000000000000e+00
5.228737317269708740e+01,5.945807498525783885e+05,0.000000000000000000e+00
5.602535260968684128e+01,6.101506879096969496e+05,1.000000000000000000e+00
4.653977180426140592e+01,5.706400624325263780e+05,0.000000000000000000e+00
4.422759492402185799e+01,5.610090702322527068e+05,0.000000000000000000e+00
4.909042473599215839e+01,5.812643873710919870e+05,0.000000000000000000e+00
3.616505711770626164e+01,5.274258961288112914e+05,0.000000000000000000e+00
4.338130510819706842e+01,5.574839893074166030e+05,0.000000000000000000e+00
5.103268801340689720e+01,5.893545653481857153e+05,0.000000000000000000e+00
4.980835319069926470e+01,5.842548001750303665e+05,0.000000000000000000e+00
4.477775548991285604e+01,5.633006735106513370e+05,0.000000000000000000e+00
5.877379335449315789e+01,6.215988654268952087e+05,1.000000000000000000e+00
5.402929196904557330e+01,6.018364258713630261e+05,0.000000000000000000e+00
4.057067833085168473e+01,5.457767861077681882e+05,0.000000000000000000e+00
4.637878074874528522e+01,5.699694806906015147e+05,0.000000000000000000e+00
6.971833631885118621e+01,6.671865576255868655e+05,1.000000000000000000e+00
4.560063940827302531e+01,5.667282610223110532e+05,0.000000000000000000e+00
7.259842843232718224e+01,6.791831072485912591e+05,1.000000000000000000e+00
8.286128935435404230e+01,7.219313651077795075e+05,1.000000000000000000e+00
6.070060851249682088e+01,6.296246968054097379e+05,1.000000000000000000e+00
6.009893169263770574e+01,6.271185110509062652e+05,1.000000000000000000e+00
7.732001035796479016e+01,6.988500795669276267e+05,1.000000000000000000e+00
5.597595750266546588e+01,6.099449407220487483e+05,1.000000000000000000e+00
5.587117430716574518e+01,6.095084835689640604e+05,1.000000000000000000e+00
5.405607442077088365e+01,6.019479837655168958e+05,0.000000000000000000e+00
5.460508296333355815e+01,6.042347884803693742e+05,0.000000000000000000e+00
6.609742437271479787e+01,6.521042449318002909e+05,1.000000000000000000e+00
3.765267252196908032e+01,5.336223132273067022e+05,0.000000000000000000e+00
4.837084169863852878e+01,5.782670826754909940e+05,0.000000000000000000e+00
1.045059898778523859e+02,8.120888023266284727e+05,1.000000000000000000e+00
5.395089010496020876e+01,6.015098558118030196e+05,0.000000000000000000e+00
6.388517981826388592e+01,6.428895043853039388e+05,1.000000000000000000e+00
6.271766482360384032e+01,6.380264128530900925e+05,1.000000000000000000e+00
5.450399063115303022e+01,6.038137050109085394e+05,0.000000000000000000e+00
7.197183494140980997e+01,6.765731352021868806e+05,1.000000000000000000e+00
4.804762421310989140e+01,5.769207734425244853e+05,0.000000000000000000e+00
4.416545905834869501e+01,5.607502535116247600e+05,0.000000000000000000e+00
4.583823430469918492e+01,5.677179234542215709e+05,0.000000000000000000e+00
5.505771733065485307e+01,6.061201624318619724e+05,1.000000000000000000e+00
4.259642817050570329e+01,5.542147136176185450e+05,0.000000000000000000e+00
3.857058807375592124e+01,5.374457393653853796e+05,0.000000000000000000e+00
4.700831679092336657e+01,5.725917094499254599e+05,0.000000000000000000e+00
6.058321466370234276e+01,6.291357120517940493e+05,1.000000000000000000e+00
4.668513269094435714e+01,5.712455392789704492e+05,0.000000000000000000e+00
1.083429076572070784e+02,8.280708517631869763e+05,1.000000000000000000e+00
3.670716126086944087e+01,5.296839417044593720e+05,0.000000000000000000e+00
5.131437757026192514e+01,5.905278968299399130e+05,0.000000000000000000e+00
6.508678708222963394e+01,6.478946016535749659e+05,1.000000000000000000e+00
5.218386387528444459e+01,5.941495989122863393e+05,0.000000000000000000e+00
4.920013504664615311e+01,5.817213676113272086e+05,0.000000000000000000e+00
4.656519217886160789e+01,5.707459468186193844e+05,0.000000000000000000e+00
5.917329201549344475e+01,6.232629113400758943e+05,1.000000000000000000e+00
6.143197750338010366e+01,6.326710939504192211e+05,1.000000000000000000e+00
4.310044493661543186e+01,5.563141124934982508e+05,0.000000000000000000e+00
1.200498677737753042e+02,8.768342671122333268e+05,1.000000000000000000e+00
4.367633464240083185e+01,5.587128862689987291e+05,0.000000000000000000e+00
4.596589600531126507e+01,5.682496772544503910e+05,0.000000000000000000e+00
4.465246216937921986e+01,5.627787848077935632e+05,0.000000000000000000e+00
4.386091796022401468e+01,5.594817376961747650e+05,0.000000000000000000e+00
5.172749197191632220e+01,5.922486568696051836e+05,0.000000000000000000e+00
1.058038420945774902e+02,8.174947921032810118e+05,1.000000000000000000e+00
4.394474077062278639e+01,5.598308878152919933e+05,0.000000000000000000e+00
6.278350488174406507e+01,6.383006587777135428e+05,1.000000000000000000e+00
9.074724001558256248e+01,7.547789945253722835e+05,1.000000000000000000e+00
7.083479408737059657e+01,6.718369786865531933e+05,1.000000000000000000e+00
5.320377957720914708e+01,5.983978898860961199e+05,0.000000000000000000e+00
4.303004011656841499e+01,5.560208528045318089e+05,0.000000000000000000e+00
5.611796381533071099e+01,6.105364446425995557e+05,1.000000000000000000e+00
6.482899771779926823e+01,6.468208224892900325e+05,1.000000000000000000e+00
4.328504896796421519e+01,5.570830501994556980e+05,0.000000000000000000e+00
6.614927523259666486e+01,6.523202211537612602e+05,1.000000000000000000e+00
5.012236211035022393e+01,5.855627526426034747e+05,0.000000000000000000e+00
7.782498434339623827e+01,7.009534655823295470e+05,1.000000000000000000e+00
6.267886590351601939e+01,6.378648023379351944e+05,1.000000000000000000e+00
4.007576204386656826e+01,5.437152937797035556e+05,0.000000000000000000e+00
5.869786219653110493e+01,6.212825866870029131e+05,1.000000000000000000e+00
4.848501523053272422e+01,5.787426537291366840e+05,0.000000000000000000e+00
5.693132856901765138e+01,6.139243816407088889e+05,1.000000000000000000e+00
6.434033387277867178e+01,6.447853736790495459e+05,1.000000000000000000e+00
5.583731255972588059e+01,6.093674380337941693e+05,1.000000000000000000e+00
6.850192141431571713e+01,6.621197815679247724e+05,1.000000000000000000e+00
7.281952019682245236e+01,6.801040286009309348e+05,1.000000000000000000e+00
5.073780380993682115e+01,5.881262737378526945e+05,0.000000000000000000e+00
4.198721738620645993e+01,5.516771463743631030e+05,0.000000000000000000e+00
9.773848314212443711e+01,7.838998669799768832e+05,1.000000000000000000e+00
6.199577524438912235e+01,6.350195006370337214e+05,1.000000000000000000e+00
6.145642770948813194e+01,6.327729372593520675e+05,1.000000000000000000e+00
3.763729927686978272e+01,5.335582785053486004e+05,0.000000000000000000e+00
4.884052257202984038e+01,5.802234610420893878e+05,0.000000000000000000e+00
4.258742542806964337e+01,5.541772141758917132e+05,0.000000000000000000e+00
